,name,num_bear,Country,Corporate tax,pagerank_score,CPI score 2015,eigen_score
27,YANTEI GROUP LTD.,5,Spain,25.0,0.7888010204081634,58,7.203
28,YANTEI GROUP LTD.,5,Spain,25.0,0.7888010204081634,58,7.203
29,PEREZ & PEREZ CORPORATION,1,Samoa,27.0,0.2788010204081633,52,2.401
30,PEREZ & PEREZ CORPORATION,1,Samoa,27.0,0.2788010204081633,52,1.2
31,PEREZ & PEREZ CORPORATION,1,Samoa,27.0,0.1513010204081633,52,2.401
32,PEREZ & PEREZ CORPORATION,1,Samoa,27.0,0.1513010204081633,52,1.2
33,SUPREME VIEW DEVELOPMENT LTD.,20,Samoa,27.0,2.709189400921658,52,26.411
34,Alvear Investments Limited,2,Samoa,27.0,0.5326181391821985,52,7.203
35,FLAIR NET CONSULTING INC.,2,Samoa,27.0,0.4688322580645161,52,4.802
36,FLAIR NET CONSULTING INC.,2,Samoa,27.0,0.4688322580645161,52,1.2
37,FLAIR NET CONSULTING INC.,2,Samoa,27.0,0.1500822580645161,52,4.802
38,FLAIR NET CONSULTING INC.,2,Samoa,27.0,0.1500822580645161,52,1.2
39,VIVIANO LIMITED,2,Samoa,27.0,0.4847697580645161,52,6.002
40,MED CORPORATION INC.,1,Samoa,27.0,0.2788010204081633,52,2.401
41,TEMSFORD TRADING LIMITED,2,Samoa,27.0,0.4688322580645161,52,4.802
42,PROXIMA CONSULTING LTD.,2,Samoa,27.0,0.4688322580645161,52,4.802
43,ALTBERG TRADING INC.,2,Samoa,27.0,0.4786399503722084,52,6.002
44,ASHLEY TRADING SERVICES LIMITED,1,Samoa,27.0,0.3413322580645161,52,3.601
45,CENTRAL EUROPE TRADE DEVELOPING COMPANY LTD.,2,Samoa,27.0,0.4148899503722085,52,4.802
46,BWI - BLUE WAVE INVESTMENTS LTD.,2,Samoa,27.0,0.5198322580645162,52,7.203
47,GRT SOLUTIONS LTD.,2,Samoa,27.0,0.4475822580645162,52,4.802
48,L & C FINANCIAL GROUP INC.,2,Samoa,27.0,0.4688322580645161,52,4.802
49,AGV SERVICES INC.,2,Samoa,27.0,0.4688322580645161,52,4.802
50,MOSSACK FONSECA & CO. CZECH INC.,1,Samoa,27.0,0.3413681391821985,52,4.802
51,DELI ENTERPRISES LTD.,10,Samoa,27.0,1.4656122881984446,52,15.606
52,DEVON CONSULTING LTD.,4,Samoa,27.0,0.7658772641821985,52,9.604
53,ADACT LTD,2,Samoa,27.0,0.4210556391821985,52,6.002
54,CARSON HOLDINGS LIMITED,1,Samoa,27.0,0.2788010204081633,52,2.401
55,GALDOR HOLDINGS INC.,2,Samoa,27.0,0.4232965437788019,52,4.802
56,TYPHOON EXPLORER LTD.,1,Samoa,27.0,0.2788010204081633,52,2.401
57,TYPHOON EXPLORER LTD.,1,Samoa,27.0,0.2788010204081633,52,1.2
58,TYPHOON EXPLORER LTD.,1,Samoa,27.0,0.1513010204081633,52,2.401
59,TYPHOON EXPLORER LTD.,1,Samoa,27.0,0.1513010204081633,52,1.2
60,WALLIS & SWAN LTD.,2,Samoa,27.0,0.4688322580645161,52,4.802
61,NESAF INVESTMENT LTD.,2,Samoa,27.0,0.5159991004256272,52,6.002
62,NESAF INVESTMENT LTD.,2,Samoa,27.0,0.5159991004256272,52,1.2
63,NESAF INVESTMENT LTD.,2,Samoa,27.0,0.1500822580645161,52,6.002
64,NESAF INVESTMENT LTD.,2,Samoa,27.0,0.1500822580645161,52,1.2
65,1889 GARDINER LTD.,1,Samoa,27.0,0.2788010204081633,52,2.401
66,1889 GARDINER LTD.,1,Samoa,27.0,0.2788010204081633,52,1.2
67,1889 GARDINER LTD.,1,Samoa,27.0,0.1513010204081633,52,2.401
68,1889 GARDINER LTD.,1,Samoa,27.0,0.1513010204081633,52,1.2
69,FORT-BENET CORP.,1,Samoa,27.0,0.3425510204081633,52,3.601
70,FORT-BENET CORP.,1,Samoa,27.0,0.3425510204081633,52,2.401
71,FORT-BENET CORP.,1,Samoa,27.0,0.2788010204081633,52,3.601
72,FORT-BENET CORP.,1,Samoa,27.0,0.2788010204081633,52,2.401
73,FORT-BENET CORP.,1,Spain,25.0,0.3425510204081633,58,3.601
74,FORT-BENET CORP.,1,Spain,25.0,0.3425510204081633,58,2.401
75,FORT-BENET CORP.,1,Spain,25.0,0.2788010204081633,58,3.601
76,FORT-BENET CORP.,1,Spain,25.0,0.2788010204081633,58,2.401
77,Ashwell Limited,2,Samoa,27.0,0.414189400921659,52,4.802
78,HOBSON CONSULTING CORP.,2,Samoa,27.0,0.5203635080645161,52,6.002
79,Englobe International Ltd.,2,Samoa,27.0,0.5325822580645162,52,4.802
80,LUDIS.COM LIMITED,2,Samoa,27.0,0.4148899503722085,52,4.802
81,J.B. TRADE AND CONSULTING LTD.,2,Samoa,27.0,0.6047356671554253,52,8.403
82,SKY MARKETING SERVICES CORP.,2,Samoa,27.0,0.5750822580645163,52,6.002
83,TRV INVESTMENTS LTD.,2,Samoa,27.0,0.5657422190020163,52,6.002
84,ACE STEEL LIMITED,2,Samoa,27.0,0.5325822580645162,52,6.002
85,BRANSTON TRADING AND FINANCE CORPORATION,2,Samoa,27.0,0.4305822580645161,52,4.802
86,JOHN SMITH INC.,2,Samoa,27.0,0.4922072580645162,52,6.002
87,BZB LTD.,2,Samoa,27.0,0.4639447580645162,52,6.002
88,SLHD LTD.,2,Samoa,27.0,0.4688322580645162,52,4.802
89,DELAINE HOLDING LTD.,2,Samoa,27.0,0.4148899503722085,52,4.802
90,SHAMBHALA S.A.,2,Samoa,27.0,0.4148899503722085,52,4.802
91,EUROPE CAPITAL CORP.,2,Samoa,27.0,0.4943322580645162,52,6.002
92,BROWVILLE INTERNATIONAL LTD.,2,Samoa,27.0,0.4320272580645161,52,4.802
93,NEILSON SOLUTIONS CORP.,2,Samoa,27.0,0.4395652126099707,52,6.002
94,IMT INVESTMENT FOUNDATION INC.,4,Samoa,27.0,0.6790337886767611,52,7.203
95,VALERIE INVESTMENTS S.A.,1,Samoa,27.0,0.6473322580645162,52,8.403
96,DANBERRY ENTERPRISES INC.,2,Samoa,27.0,0.4475822580645162,52,4.802
97,FREEMAN SERVICES CORP.,2,Samoa,27.0,0.4148899503722085,52,4.802
98,LAKEDALE SERVICES LIMITED,2,Samoa,27.0,0.5931447580645163,52,7.203
99,LEANNE TRADING INC.,2,Samoa,27.0,0.4178322580645162,52,4.802
100,LOWLAND LTD.,20,Samoa,27.0,2.781852848342293,52,27.611
101,SEQUOIA EUROPEAN ASSET MANAGEMENT LTD.,2,Samoa,27.0,0.5113322580645162,52,6.002
102,PERMANENT GAIN INVESTMENTS LIMITED,2,Samoa,27.0,0.424033788676761,52,4.802
103,IDM INVESTMENTS COMPANY INC.,1,Samoa,27.0,0.4968629680782727,52,4.802
104,GOLDGARMENT COMPANY LIMITED,1,Samoa,27.0,0.2776181391821985,52,3.601
105,SANORIA CONSULTING LTD.,10,Samoa,27.0,1.4914126152073734,52,14.406
106,VANDERBILT GROUP INC.,5,Samoa,27.0,1.0438010204081634,52,9.604
107,VANDERBILT GROUP INC.,5,Samoa,27.0,1.0438010204081634,52,7.203
108,VANDERBILT GROUP INC.,5,Samoa,27.0,0.7888010204081634,52,9.604
109,VANDERBILT GROUP INC.,5,Samoa,27.0,0.7888010204081634,52,7.203
110,VANDERBILT GROUP INC.,5,Spain,25.0,1.0438010204081634,58,9.604
111,VANDERBILT GROUP INC.,5,Spain,25.0,1.0438010204081634,58,7.203
112,VANDERBILT GROUP INC.,5,Spain,25.0,0.7888010204081634,58,9.604
113,VANDERBILT GROUP INC.,5,Spain,25.0,0.7888010204081634,58,7.203
114,BEST SOLUTION ENTERPRISES LTD.,2,Samoa,27.0,0.4195262294599763,52,6.002
115,GLOUCESTER INCORPORATION,1,Samoa,27.0,0.2788010204081633,52,2.401
116,MATERHORN CORP.,1,Samoa,27.0,0.3606135204081633,52,3.601
117,MATERHORN CORP.,1,Samoa,27.0,0.3606135204081633,52,1.2
118,MATERHORN CORP.,1,Samoa,27.0,0.1513010204081633,52,3.601
119,MATERHORN CORP.,1,Samoa,27.0,0.1513010204081633,52,1.2
120,TICTOM CORP.,3,Samoa,27.0,0.5975510204081633,52,6.002
121,SUTRAN TRADE LTD.,1,Samoa,27.0,0.2776181391821985,52,3.601
122,OLD COUNTRY PROPERTIES LTD.,1,Samoa,27.0,0.2788010204081633,52,2.401
123,OLD COUNTRY PROPERTIES LTD.,1,Samoa,27.0,0.2788010204081633,52,1.2
124,OLD COUNTRY PROPERTIES LTD.,1,Samoa,27.0,0.1513010204081633,52,2.401
125,OLD COUNTRY PROPERTIES LTD.,1,Samoa,27.0,0.1513010204081633,52,1.2
126,ORSINGEN GMBH,1,Samoa,27.0,0.2788010204081633,52,2.401
127,ORSINGEN GMBH,1,Samoa,27.0,0.2788010204081633,52,1.2
128,ORSINGEN GMBH,1,Samoa,27.0,0.1513010204081633,52,2.401
129,ORSINGEN GMBH,1,Samoa,27.0,0.1513010204081633,52,1.2
130,CORDELIA CORP.,2,Samoa,27.0,0.4700510204081632,52,4.802
131,CORDELIA CORP.,2,Samoa,27.0,0.4700510204081632,52,1.2
132,CORDELIA CORP.,2,Samoa,27.0,0.1513010204081633,52,4.802
133,CORDELIA CORP.,2,Samoa,27.0,0.1513010204081633,52,1.2
134,DUFLOX INVESTMENTS LTD.,3,Samoa,27.0,0.6613010204081633,52,6.002
135,DUFLOX INVESTMENTS LTD.,3,Samoa,27.0,0.6613010204081633,52,1.2
136,DUFLOX INVESTMENTS LTD.,3,Samoa,27.0,0.1513010204081633,52,6.002
137,DUFLOX INVESTMENTS LTD.,3,Samoa,27.0,0.1513010204081633,52,1.2
138,DAVINO TECHNOLOGIES LTD.,2,Samoa,27.0,0.4178322580645162,52,4.802
139,DAVINO TECHNOLOGIES LTD.,2,Samoa,27.0,0.4178322580645162,52,1.2
140,DAVINO TECHNOLOGIES LTD.,2,Samoa,27.0,0.1500822580645161,52,4.802
141,DAVINO TECHNOLOGIES LTD.,2,Samoa,27.0,0.1500822580645161,52,1.2
142,EARLY BIRD LIMITED,100,Samoa,27.0,13.17488678684134,52,126.051
143,WITTAKER BIO-TECH GmbH,5,Samoa,27.0,0.7888010204081634,52,7.203
144,TIGRIS PROPERTIES LIMITED,1,Samoa,27.0,0.3425510204081633,52,3.601
145,TIGRIS PROPERTIES LIMITED,1,Samoa,27.0,0.3425510204081633,52,1.2
146,TIGRIS PROPERTIES LIMITED,1,Samoa,27.0,0.1513010204081633,52,3.601
147,TIGRIS PROPERTIES LIMITED,1,Samoa,27.0,0.1513010204081633,52,1.2
148,MIDDLEWOOD GROUP INC.,1,Samoa,27.0,0.2788010204081633,52,2.401
149,MIDDLEWOOD GROUP INC.,1,Samoa,27.0,0.2788010204081633,52,2.401
150,MIDDLEWOOD GROUP INC.,1,Samoa,27.0,0.2788010204081633,52,1.2
151,MIDDLEWOOD GROUP INC.,1,Samoa,27.0,0.2788010204081633,52,2.401
152,MIDDLEWOOD GROUP INC.,1,Samoa,27.0,0.2788010204081633,52,2.401
153,MIDDLEWOOD GROUP INC.,1,Samoa,27.0,0.2788010204081633,52,1.2
154,MIDDLEWOOD GROUP INC.,1,Samoa,27.0,0.1536428571428571,52,2.401
155,MIDDLEWOOD GROUP INC.,1,Samoa,27.0,0.1536428571428571,52,2.401
156,MIDDLEWOOD GROUP INC.,1,Samoa,27.0,0.1536428571428571,52,1.2
157,MIDDLEWOOD GROUP INC.,1,Spain,25.0,0.2788010204081633,58,2.401
158,MIDDLEWOOD GROUP INC.,1,Spain,25.0,0.2788010204081633,58,2.401
159,MIDDLEWOOD GROUP INC.,1,Spain,25.0,0.2788010204081633,58,1.2
160,MIDDLEWOOD GROUP INC.,1,Spain,25.0,0.2788010204081633,58,2.401
161,MIDDLEWOOD GROUP INC.,1,Spain,25.0,0.2788010204081633,58,2.401
162,MIDDLEWOOD GROUP INC.,1,Spain,25.0,0.2788010204081633,58,1.2
163,MIDDLEWOOD GROUP INC.,1,Spain,25.0,0.1536428571428571,58,2.401
164,MIDDLEWOOD GROUP INC.,1,Spain,25.0,0.1536428571428571,58,2.401
165,MIDDLEWOOD GROUP INC.,1,Spain,25.0,0.1536428571428571,58,1.2
166,GREENFIELD TRADING LTD,11,Samoa,27.0,1.5844931391821986,52,16.807
167,SIWENNA HOLDINGS LIMITED,1,Samoa,27.0,0.3213010204081633,52,3.601
168,SIWENNA HOLDINGS LIMITED,1,Samoa,27.0,0.3213010204081633,52,1.2
169,SIWENNA HOLDINGS LIMITED,1,Samoa,27.0,0.1513010204081633,52,3.601
170,SIWENNA HOLDINGS LIMITED,1,Samoa,27.0,0.1513010204081633,52,1.2
171,TRANS-PACIFIC CORPORATION,1,Samoa,27.0,0.3213010204081633,52,3.601
172,VANCE CORPORATION,1,Samoa,27.0,0.3425510204081633,52,3.601
173,RELAN INVEST LTD.,2,Samoa,27.0,0.4306181391821985,52,6.002
174,XLNT LTD.,2,Samoa,27.0,0.4178681391821985,52,6.002
175,THE HAPPY TURTLES CORPORATION,1,Samoa,27.0,0.2788010204081633,52,2.401
176,THE HAPPY TURTLES CORPORATION,1,Samoa,27.0,0.2788010204081633,52,1.2
177,THE HAPPY TURTLES CORPORATION,1,Samoa,27.0,0.1513010204081633,52,2.401
178,THE HAPPY TURTLES CORPORATION,1,Samoa,27.0,0.1513010204081633,52,1.2
179,PALMER 88 INTERNATIONAL CORP.,2,Samoa,27.0,0.4178322580645162,52,4.802
180,PALMER 88 INTERNATIONAL CORP.,2,Samoa,27.0,0.4178322580645162,52,1.2
181,PALMER 88 INTERNATIONAL CORP.,2,Samoa,27.0,0.1500822580645161,52,4.802
182,PALMER 88 INTERNATIONAL CORP.,2,Samoa,27.0,0.1500822580645161,52,1.2
183,L.I.S. FINANCE LTD.,14,Samoa,27.0,1.9478681391821984,52,20.408
184,HOMEWARE INTERNATIONAL LTD.,2,Samoa,27.0,0.4051181391821986,52,4.802
185,MKT LTD.,1,Samoa,27.0,0.3213010204081633,52,3.601
186,PERIGORD INVESTORS LTD.,1,Samoa,27.0,0.2788010204081633,52,2.401
187,PERIGORD INVESTORS LTD.,1,Samoa,27.0,0.2788010204081633,52,2.401
188,PERIGORD INVESTORS LTD.,1,Samoa,27.0,0.2788010204081633,52,2.401
189,PERIGORD INVESTORS LTD.,1,Samoa,27.0,0.2788010204081633,52,2.401
190,PERIGORD INVESTORS LTD.,1,Spain,25.0,0.2788010204081633,58,2.401
191,PERIGORD INVESTORS LTD.,1,Spain,25.0,0.2788010204081633,58,2.401
192,PERIGORD INVESTORS LTD.,1,Spain,25.0,0.2788010204081633,58,2.401
193,PERIGORD INVESTORS LTD.,1,Spain,25.0,0.2788010204081633,58,2.401
194,STONE & PEARL CONSULTING CORP.,2,Samoa,27.0,0.5187697580645162,52,6.002
195,STONE & PEARL CONSULTING CORP.,2,Samoa,27.0,0.5187697580645162,52,1.2
196,STONE & PEARL CONSULTING CORP.,2,Samoa,27.0,0.1500822580645161,52,6.002
197,STONE & PEARL CONSULTING CORP.,2,Samoa,27.0,0.1500822580645161,52,1.2
198,GMS MANAGEMENT LTD.,2,Samoa,27.0,0.4263681391821985,52,6.002
199,WORDAK & PARTNERS LTD,2,Samoa,27.0,0.4210197580645161,52,4.802
200,APATE LTD,3,Samoa,27.0,0.5507965437788018,52,6.002
201,INACT LTD,6,Samoa,27.0,0.9607220988097086,52,9.604
202,AARON GROUP LTD.,2,Samoa,27.0,0.4210197580645161,52,4.802
203,SAMA RECORD LTD.,20,Samoa,27.0,2.714526229459976,52,27.611
204,GEBISA HOLDING LTD.,2,Samoa,27.0,0.4320272580645161,52,4.802
205,GEBISA HOLDING LTD.,2,Samoa,27.0,0.4320272580645161,52,3.601
206,GEBISA HOLDING LTD.,2,Samoa,27.0,0.25795,52,4.802
207,GEBISA HOLDING LTD.,2,Samoa,27.0,0.25795,52,3.601
208,MOON VALLEY LIMITED,46,Samoa,27.0,6.0295262294599805,52,58.824
209,BELLINGER LTD.,2,Samoa,27.0,0.4305822580645161,52,4.802
210,BELLINGER LTD.,2,Samoa,27.0,0.4305822580645161,52,4.802
211,BELLINGER LTD.,2,Samoa,27.0,0.4305822580645161,52,1.2
212,BELLINGER LTD.,2,Samoa,27.0,0.2793927099560367,52,4.802
213,BELLINGER LTD.,2,Samoa,27.0,0.2793927099560367,52,4.802
214,BELLINGER LTD.,2,Samoa,27.0,0.2793927099560367,52,1.2
215,BELLINGER LTD.,2,Samoa,27.0,0.1500822580645161,52,4.802
216,BELLINGER LTD.,2,Samoa,27.0,0.1500822580645161,52,4.802
217,BELLINGER LTD.,2,Samoa,27.0,0.1500822580645161,52,1.2
218,BELLINGER LTD.,2,Seychelles,33.0,0.4305822580645161,55,4.802
219,BELLINGER LTD.,2,Seychelles,33.0,0.4305822580645161,55,4.802
220,BELLINGER LTD.,2,Seychelles,33.0,0.4305822580645161,55,1.2
221,BELLINGER LTD.,2,Seychelles,33.0,0.2793927099560367,55,4.802
222,BELLINGER LTD.,2,Seychelles,33.0,0.2793927099560367,55,4.802
223,BELLINGER LTD.,2,Seychelles,33.0,0.2793927099560367,55,1.2
224,BELLINGER LTD.,2,Seychelles,33.0,0.1500822580645161,55,4.802
225,BELLINGER LTD.,2,Seychelles,33.0,0.1500822580645161,55,4.802
226,BELLINGER LTD.,2,Seychelles,33.0,0.1500822580645161,55,1.2
227,ZELDA INTERNATIONAL HOLDING INC.,2,Samoa,27.0,0.4178681391821985,52,6.002
228,LENER INVEST INC.,2,Samoa,27.0,0.4475822580645162,52,4.802
229,LENER INVEST INC.,2,Samoa,27.0,0.4475822580645162,52,1.2
230,LENER INVEST INC.,2,Samoa,27.0,0.1500822580645161,52,4.802
231,LENER INVEST INC.,2,Samoa,27.0,0.1500822580645161,52,1.2
232,SFE LTD.,2,Samoa,27.0,0.4507579799273908,52,6.002
233,GASTERA SERVICES LTD.,2,Samoa,27.0,0.4284931391821984,52,6.002
234,CAYENNE TRADING LTD.,2,Samoa,27.0,0.4729316788917756,52,6.002
235,CAYENNE TRADING LTD.,2,Samoa,27.0,0.4729316788917756,52,1.2
236,CAYENNE TRADING LTD.,2,Samoa,27.0,0.1500822580645161,52,6.002
237,CAYENNE TRADING LTD.,2,Samoa,27.0,0.1500822580645161,52,1.2
238,AURORA BOREALIS INC.,1,Samoa,27.0,0.2775822580645162,52,2.401
239,MARR & GOWEN INVEST CORP.,5,Samoa,27.0,0.9150822580645164,52,8.403
240,TARTAN INVESTMENT LIMITED,2,Samoa,27.0,0.3273973846270162,52,4.802
241,GLENBOURNE GLOBAL INC.,2,Samoa,27.0,0.4688322580645161,52,4.802
242,OEM MATERIAL TRADING INC.,2,Samoa,27.0,0.5325822580645162,52,4.802
243,KENZA GROUP INC.,10,Samoa,27.0,1.4432965437788017,52,14.406
244,JETSON TRADING S.A.,2,Samoa,27.0,0.4341947580645162,52,4.802
245,CE GROUP INTERNATIONAL INC.,2,Samoa,27.0,0.7238322580645161,52,8.403
246,LAC MANAGEMENT PROPERTIES INC.,2,Samoa,27.0,0.4718426747311828,52,4.802
247,JEROME LANGUAGE SERVICES INC.,2,Samoa,27.0,0.5325822580645162,52,4.802
248,CABLE SYSTEMS SERVICES LTD.,6,Samoa,27.0,0.6600822580645161,52,8.403
249,KIGONNA CORP.,2,Samoa,27.0,0.4050822580645161,52,3.601
250,MORROW & GAINES INVEST INC.,4,Samoa,27.0,1.0425822580645163,52,9.604
251,DAR REAL ESTATE INC.,2,Samoa,27.0,0.4050822580645161,52,3.601
252,OC MEDIA INC..,1,Samoa,27.0,0.4050822580645161,52,3.601
253,RINGO INTERNATIONAL LTD.,15,Samoa,27.0,2.188285326682198,52,22.809
254,ENGLOBE LTD.,14,Samoa,27.0,2.030707258064516,52,20.408
255,ENGLOBE LTD.,14,Samoa,27.0,2.030707258064516,52,1.2
256,ENGLOBE LTD.,14,Samoa,27.0,0.1500822580645161,52,20.408
257,ENGLOBE LTD.,14,Samoa,27.0,0.1500822580645161,52,1.2
258,MORRISON & ZANT FINANCE LTD.,2,Samoa,27.0,0.4167090482731076,52,6.002
259,FENIX CONSULTING INC.,10,Samoa,27.0,1.4432965437788017,52,14.406
260,FENIX CONSULTING INC.,10,Samoa,27.0,1.4432965437788017,52,2.401
261,FENIX CONSULTING INC.,10,Samoa,27.0,1.4432965437788017,52,1.2
262,FENIX CONSULTING INC.,10,Samoa,27.0,0.2776748971193415,52,14.406
263,FENIX CONSULTING INC.,10,Samoa,27.0,0.2776748971193415,52,2.401
264,FENIX CONSULTING INC.,10,Samoa,27.0,0.2776748971193415,52,1.2
265,FENIX CONSULTING INC.,10,Samoa,27.0,0.1500822580645161,52,14.406
266,FENIX CONSULTING INC.,10,Samoa,27.0,0.1500822580645161,52,2.401
267,FENIX CONSULTING INC.,10,Samoa,27.0,0.1500822580645161,52,1.2
268,FENIX CONSULTING INC.,1,Switzerland,17.92,1.4432965437788017,86,14.406
269,FENIX CONSULTING INC.,1,Switzerland,17.92,1.4432965437788017,86,2.401
270,FENIX CONSULTING INC.,1,Switzerland,17.92,1.4432965437788017,86,1.2
271,FENIX CONSULTING INC.,1,Switzerland,17.92,0.2776748971193415,86,14.406
272,FENIX CONSULTING INC.,1,Switzerland,17.92,0.2776748971193415,86,2.401
273,FENIX CONSULTING INC.,1,Switzerland,17.92,0.2776748971193415,86,1.2
274,FENIX CONSULTING INC.,1,Switzerland,17.92,0.1500822580645161,86,14.406
275,FENIX CONSULTING INC.,1,Switzerland,17.92,0.1500822580645161,86,2.401
276,FENIX CONSULTING INC.,1,Switzerland,17.92,0.1500822580645161,86,1.2
277,GLOBAL SATELLITE NETWORK CORP.,1,Samoa,27.0,0.3425510204081633,52,3.601
278,GLOBAL SATELLITE NETWORK CORP.,1,Samoa,27.0,0.3425510204081633,52,1.2
279,GLOBAL SATELLITE NETWORK CORP.,1,Samoa,27.0,0.1513010204081633,52,3.601
280,GLOBAL SATELLITE NETWORK CORP.,1,Samoa,27.0,0.1513010204081633,52,1.2
281,SANTORINI GROUP LTD.,2,Samoa,27.0,0.4700869015258457,52,6.002
282,TEMPURA HOLDINGS LTD.,1,Samoa,27.0,0.2788010204081633,52,2.401
283,TEMPURA HOLDINGS LTD.,1,Samoa,27.0,0.2788010204081633,52,1.2
284,TEMPURA HOLDINGS LTD.,1,Samoa,27.0,0.1513010204081633,52,2.401
285,TEMPURA HOLDINGS LTD.,1,Samoa,27.0,0.1513010204081633,52,1.2
286,LORDENGRACE ENTERPRISES LTD.,10,Samoa,27.0,1.4580410080645163,52,14.406
287,GLOBAL TOP TOUCH LTD.,4,Samoa,27.0,0.6930410080645162,52,7.203
288,OKR INVESTMENTS INC.,2,Samoa,27.0,0.4475822580645162,52,4.802
289,OCEAN ROCK HOLDINGS CORPORATION,3,Samoa,27.0,0.5325822580645162,52,4.802
290,PIOLINE TRADING ENTERPRISES INC.,2,Samoa,27.0,0.4050822580645161,52,3.601
291,SYSTEM SOLUTION SERVICE INC.,2,Samoa,27.0,0.5347072580645162,52,6.002
292,AIM HOLDING INC.,2,Samoa,27.0,0.7374564299395162,52,7.203
293,AVM PARTNERS CORP.,2,Samoa,27.0,0.4050822580645161,52,3.601
294,HILL CAPITAL TEAM INC.,2,Samoa,27.0,0.6600822580645161,52,6.002
295,ROSEMEAD TRADING INC.,2,Samoa,27.0,0.324096146953405,52,4.802
296,L.A.R. Croft Limited,10,Samoa,27.0,0.851332258064516,52,14.406
297,RUDIO CAPITAL LTD.,2,Samoa,27.0,0.3413322580645161,52,4.802
298,ZKB INVEST LIMITED,2,Samoa,27.0,0.2988322580645162,52,4.802
299,SNAPSET LTD.,2,Samoa,27.0,0.3030822580645161,52,4.802
300,JUFOX FINANCE LTD.,10,Samoa,27.0,0.7982072580645162,52,14.406
301,LEYLA ONE LTD.,2,Samoa,27.0,0.3030822580645161,52,4.802
302,U.W. Consulting Ltd.,2,Samoa,27.0,0.2775822580645162,52,3.601
303,Northland Presston Limited,1,Samoa,27.0,0.2138322580645161,52,2.401
304,CBPS SYSTEMS LTD.,2,Samoa,27.0,0.2917489247311828,52,4.802
305,DRYFAST HOLDINGS LTD.,2,Samoa,27.0,0.3139235527073733,52,4.802
306,Independent Consulting International Limited,2,Samoa,27.0,0.2917489247311828,52,4.802
307,BIT CAVE INVEST LTD.,2,Samoa,27.0,0.3776735527073733,52,6.002
308,INTERNATIONAL INFORMATION AND INTERMEDIATION LTD.,2,Samoa,27.0,0.2775822580645162,52,3.601
309,B&B CORPORATION,2,Samoa,27.0,0.3413322580645161,52,4.802
310,ASKARI LTD.,50,Samoa,27.0,3.422465383064518,52,62.425
311,TPR INVEST LTD.,2,Samoa,27.0,0.2775822580645162,52,3.601
312,NOE LTD.,1,Samoa,27.0,0.2138322580645161,52,2.401
313,KATRAN COMPANY LTD.,2,Samoa,27.0,0.2860822580645161,52,4.802
314,LANGLEY LTD.,2,Samoa,27.0,0.3413322580645161,52,4.802
315,GASEP LTD.,2,Samoa,27.0,0.2988322580645162,52,4.802
316,CIRKUMPOLA LTD.,10,Samoa,27.0,0.851332258064516,52,14.406
317,NETMILE ENTERPRISES LTD.,2,Samoa,27.0,0.3030822580645161,52,4.802
